I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,-1,21.0,1.0,87.0,0.0,0.0,22.0,714.0,0.0,0.0,0.0,1.0,45,47,262,417,3,4,1478,2,1,349,870,157,737,2,71,1880,5,397,42,2,1878,3,8,887,20,203,0
2.0,0,63.0,7.0,133.0,31.0,19.0,48.0,357.0,1.0,10.0,0.0,31.0,0,47,837,1568,3,4,1564,2,1,1538,171,251,608,3,263,771,8,397,3,3,1869,0,0,631,30,191,0
0.0,61,7.0,27.0,3602.0,0.0,0.0,41.0,130.0,0.0,0.0,0.0,30.0,45,178,2231,1260,3,5,1773,2,1,349,364,1034,732,13,531,1600,5,725,0,0,1894,5,8,158,0,0,0
1.0,3,2.0,3.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,0,66,2238,1522,3,4,1652,2,1,1052,296,810,963,3,14,1775,7,294,0,0,363,0,11,724,0,0,0
3.0,1128,5.0,1.0,31.0,1.0,11.0,3.0,3.0,2.0,6.0,0.0,1.0,0,177,1679,1494,3,6,1787,2,1,453,435,448,389,2,1186,1547,8,307,37,1,347,0,1,311,29,651,0
0.0,2,51.0,7.0,1673.0,201.0,1.0,6.0,131.0,0.0,1.0,0.0,8.0,45,253,610,99,9,0,730,2,1,614,475,2299,550,3,692,1838,8,579,5,2,441,0,0,826,30,614,0
2.0,0,3.0,2.0,375.0,16.0,2.0,16.0,16.0,1.0,1.0,0.0,2.0,0,5,1451,393,3,6,1384,1,1,349,734,97,177,2,1018,1158,5,679,0,0,1042,0,0,139,0,0,0
0.0,0,784.0,1.0,74278.0,437.0,0.0,7.0,13.0,0.0,0.0,0.0,13.0,45,47,2336,1204,3,4,471,23,0,1073,996,1471,1046,13,799,1192,8,397,39,2,1788,0,10,384,29,116,0
0.0,9,7.0,4.0,1648.0,115.0,1.0,25.0,31.0,0.0,1.0,0.0,9.0,0,84,1309,314,3,5,1666,8,1,613,1235,914,246,13,1134,1497,0,122,0,0,1037,0,1,939,0,0,0
0.0,1,0.0,0.0,16597.0,557.0,3.0,5.0,123.0,0.0,1.0,0.0,1.0,62,153,1158,1559,15,5,1081,2,1,3,287,1431,310,13,657,409,8,631,0,0,1955,3,0,916,0,0,0
0.0,0,0.0,0.0,3129.0,28.0,8.0,0.0,67.0,0.0,5.0,0.0,0.0,45,183,1900,1372,12,4,1532,2,1,1067,650,529,624,2,403,583,8,356,183,3,707,3,0,792,4,708,0
0.0,0,5.0,19.0,139.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,19.0,0,74,1988,1457,3,4,1395,2,1,508,491,2013,946,13,1125,1136,1,701,0,0,2,0,0,311,0,0,0
0.0,86,8.0,0.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163,834,493,3,4,1100,8,1,349,889,973,520,2,236,168,5,561,37,3,1493,0,10,62,29,687,0
0.0,84,0.0,11.0,11701.0,129.0,13.0,41.0,139.0,0.0,3.0,0.0,12.0,0,250,1089,880,3,4,982,2,1,1414,994,1501,755,8,838,1352,8,136,0,0,687,0,3,480,0,0,0
0.0,115,0.0,0.0,17271.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0,271,1158,1559,3,6,985,2,1,718,1218,1431,911,13,836,409,0,124,0,0,1955,0,0,916,0,0,0
0.0,4,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0,240,0,0,20,4,378,44,0,349,497,0,856,13,685,0,2,362,0,0,0,0,8,0,0,0,0
0.0,1,3.0,1.0,4544.0,95.0,3.0,2.0,47.0,0.0,1.0,0.0,1.0,62,69,2329,903,3,4,792,23,1,1570,353,1095,740,2,498,2094,8,673,37,1,1856,0,1,733,2,781,1
1.0,1,4.0,17.0,108.0,22.0,1.0,24.0,22.0,1.0,1.0,0.0,22.0,0,271,1158,1559,15,4,1681,23,1,83,397,1431,640,13,828,409,7,357,0,0,1955,0,2,916,0,0,0
0.0,45,31.0,17.0,4445.0,51.0,2.0,17.0,48.0,0.0,1.0,0.0,17.0,0,139,0,0,15,4,1039,2,1,570,361,0,253,13,829,0,1,447,37,1,0,0,0,0,8,326,0
0.0,0,10.0,3.0,5873.0,6.0,2.0,3.0,5.0,0.0,1.0,0.0,3.0,0,157,944,1793,15,3,135,2,1,387,197,2001,1187,15,1164,1813,7,736,37,3,561,0,0,126,29,858,0
0.0,556,1.0,0.0,84133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,171,1520,1219,9,4,407,23,0,349,632,511,641,13,313,98,8,485,37,3,1069,0,0,127,4,80,0
0.0,3,0.0,3.0,14397.0,23.0,1.0,3.0,28.0,0.0,1.0,0.0,3.0,37,47,1367,965,3,4,1481,26,1,688,101,1423,1183,2,541,1719,8,248,37,1,2217,0,0,513,30,17,0
0.0,48,0.0,12.0,1401.0,105.0,5.0,1.0,478.0,0.0,2.0,0.0,54.0,0,118,1230,1175,3,6,1612,2,1,190,244,928,1086,13,734,896,4,180,0,0,1966,0,0,1126,0,0,0
0.0,0,6.0,13.0,1509.0,116.0,6.0,47.0,222.0,0.0,2.0,1.0,61.0,38,231,2272,785,3,4,606,2,1,1291,282,1846,266,8,492,816,3,216,0,0,1326,0,1,346,0,0,0
0.0,4,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,45,171,558,1587,3,0,1384,2,1,349,734,718,177,13,313,531,5,485,37,2,461,0,0,987,4,938,0
3.0,0,1372.0,6.0,15.0,4.0,3.0,11.0,8.0,0.0,1.0,0.0,4.0,76,252,1663,1849,3,5,1685,2,1,349,1133,905,543,3,113,1246,8,380,37,1,1756,0,8,666,16,383,1
0.0,-1,47.0,29.0,10383.0,66.0,3.0,30.0,66.0,0.0,1.0,0.0,29.0,45,149,124,356,3,4,851,2,1,349,696,1968,982,13,158,964,0,702,7,3,1912,0,0,332,29,275,0
0.0,2,5.0,2.0,1406.0,5.0,10.0,8.0,8.0,0.0,2.0,0.0,2.0,0,163,1057,410,36,0,1328,2,1,42,669,569,196,13,3,111,8,619,148,3,2139,0,0,670,2,729,1
0.0,237,8.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0,66,2371,342,3,1,1745,2,0,349,1350,312,846,3,88,1424,2,528,0,0,1943,0,8,729,0,0,0
0.0,30,5.0,1.0,68133.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,68,1316,917,12,0,1006,28,0,495,902,2143,777,2,1216,72,8,82,37,2,1222,0,0,925,1,755,0
7.0,-1,0.0,0.0,394.0,11.0,125.0,11.0,178.0,1.0,12.0,0.0,0.0,45,157,457,1475,3,4,190,2,1,104,93,222,144,2,1207,621,4,736,37,3,255,0,0,787,29,247,0
0.0,17,8.0,8.0,1722.0,49.0,4.0,44.0,71.0,0.0,2.0,0.0,8.0,62,66,1674,877,3,0,367,2,1,180,1255,1898,464,13,835,2078,0,39,0,0,2008,0,0,934,0,0,0
0.0,82,4.0,4.0,4471.0,12.0,8.0,4.0,40.0,0.0,3.0,0.0,4.0,37,161,2291,704,15,0,1174,21,1,525,689,1603,327,2,1146,486,8,760,0,0,967,0,0,910,0,0,1
0.0,13,2.0,18.0,20867.0,56.0,18.0,7.0,32.0,0.0,3.0,0.0,19.0,45,271,1158,1559,3,4,1128,2,1,597,60,1431,96,13,828,409,8,357,0,0,1955,0,0,916,0,0,0
6.0,1249,4.0,0.0,43.0,3.0,22.0,1.0,23.0,1.0,3.0,0.0,0.0,0,80,435,465,3,4,153,2,1,467,834,281,309,13,732,750,8,487,37,2,1697,5,1,126,29,180,1
1.0,5,5.0,6.0,1373.0,6.0,16.0,6.0,7.0,0.0,4.0,0.0,6.0,0,52,2058,647,15,0,981,2,1,239,1023,2117,246,2,1129,1415,8,434,0,0,380,0,0,773,0,0,0
0.0,76,4.0,4.0,237.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,45,37,1520,1219,3,6,448,2,1,412,689,511,327,13,986,98,1,640,37,3,1069,0,0,127,1,380,0
1.0,987,0.0,2.0,105.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,45,68,2093,502,12,4,486,2,1,349,320,913,700,2,1188,389,7,257,37,3,541,0,0,932,1,653,1
0.0,24,2.0,3.0,14958.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0,66,234,1692,3,5,730,2,1,556,475,1009,550,8,619,1248,8,494,0,0,438,0,0,487,0,0,0
0.0,10,123.0,7.0,1660.0,209.0,5.0,25.0,137.0,0.0,1.0,0.0,18.0,45,37,1678,1466,3,4,1666,1,1,8,1235,602,246,2,1097,2133,8,126,37,3,675,3,1,296,29,754,0
0.0,58,0.0,0.0,6353.0,88.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,0,44,158,1637,3,1,304,2,1,1382,852,1853,26,8,1104,1676,0,308,0,0,620,0,1,27,0,0,1
0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,178,2394,402,3,4,1601,2,0,349,613,2286,346,13,102,1773,2,576,0,0,1420,0,8,278,0,0,0
0.0,3,5.0,3.0,1830.0,48.0,67.0,4.0,214.0,0.0,8.0,7.0,4.0,82,182,436,521,3,4,488,2,1,784,1055,867,627,2,850,735,4,101,330,3,641,0,0,758,1,751,1
0.0,271,1.0,1.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,1.0,22,66,2163,795,3,5,1028,2,0,349,1304,113,533,2,360,2081,2,605,0,0,2147,0,0,939,0,0,0
13.0,0,34.0,7.0,138.0,17.0,69.0,32.0,178.0,2.0,10.0,0.0,7.0,62,125,1044,1064,3,4,1061,2,1,1327,1138,1434,998,2,1178,1404,8,254,37,3,1090,3,0,828,8,189,1
0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,1946,1338,3,6,1141,2,0,349,290,1295,604,2,674,187,2,237,0,0,853,0,3,802,0,0,0
0.0,18,2.0,0.0,31736.0,460.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0,68,1423,1384,3,4,1174,2,1,1542,689,562,327,13,28,897,8,770,37,3,1658,0,0,1133,1,755,0
0.0,1,3.0,0.0,25813.0,191.0,1.0,10.0,158.0,0.0,1.0,0.0,3.0,0,240,303,1007,3,4,1468,23,1,223,1382,1542,566,13,1025,537,7,522,0,0,183,0,1,45,0,0,0
1.0,82,2.0,3.0,440.0,24.0,201.0,31.0,370.0,1.0,11.0,0.0,3.0,45,80,435,465,3,6,326,1,1,1172,866,281,1120,2,1144,750,3,487,37,1,1697,0,2,126,29,180,0
0.0,2327,0.0,0.0,4996.0,32.0,20.0,5.0,156.0,0.0,5.0,0.0,1.0,107,79,842,1360,3,6,1311,2,1,1571,933,450,698,3,104,1471,8,395,0,0,2075,0,2,1158,0,0,0
0.0,-1,2.0,0.0,4334.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0,10,1395,1813,3,4,390,2,1,349,1235,1570,246,13,966,1582,5,554,0,0,38,0,1,986,0,0,0
0.0,0,1.0,2.0,306.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,2.0,1,299,695,1712,3,5,1478,2,1,349,870,255,737,2,1062,2029,5,396,37,2,1532,0,8,571,30,434,0
0.0,0,2.0,3.0,1501.0,15.0,3.0,4.0,16.0,0.0,1.0,0.0,4.0,0,37,1658,918,3,5,1319,23,1,384,230,2021,604,2,748,220,8,433,37,1,1274,5,1,838,1,638,0
0.0,2,10.0,7.0,1565.0,145.0,101.0,15.0,270.0,0.0,15.0,0.0,7.0,5,47,1197,571,3,0,740,2,1,10,475,1487,550,2,71,704,6,397,202,3,2049,0,2,568,9,500,0
0.0,1,20.0,16.0,1548.0,93.0,42.0,32.0,912.0,0.0,15.0,1.0,16.0,62,182,1616,21,3,4,488,8,1,704,1055,337,627,2,850,1664,3,101,37,2,1149,0,0,810,21,802,1
0.0,1,73.0,4.0,16123.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,33.0,37,10,45,1326,3,4,1681,2,1,1507,397,2105,640,2,334,1123,7,314,0,0,76,6,2,1247,0,0,0
0.0,1,6.0,11.0,3067.0,35.0,48.0,12.0,40.0,0.0,4.0,0.0,11.0,62,42,1988,1457,3,4,551,2,1,778,1055,2013,627,2,18,1136,8,256,0,0,2,0,0,311,0,0,0
0.0,1,0.0,0.0,13016.0,515.0,19.0,9.0,436.0,0.0,2.0,0.0,0.0,0,187,1729,1843,3,4,163,2,1,1587,670,1667,1105,13,85,1155,3,367,0,0,1456,0,10,939,0,0,0
0.0,7,0.0,0.0,134007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,52,658,1752,15,5,1697,23,0,1146,540,533,229,2,134,1127,8,340,0,0,1807,0,1,773,0,0,0
0.0,181,4.0,4.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,4.0,37,66,334,1513,3,4,1745,23,0,349,1350,173,846,3,61,817,2,80,0,0,1945,0,8,1150,0,0,0
6.0,-1,0.0,0.0,915.0,40.0,26.0,33.0,72.0,1.0,3.0,0.0,0.0,69,96,1382,388,3,5,310,2,1,1524,646,5,150,13,1120,680,8,557,37,2,1019,5,7,804,1,266,0
0.0,21,2.0,2.0,13580.0,131.0,3.0,10.0,110.0,0.0,1.0,0.0,2.0,37,54,201,394,3,6,795,2,1,605,172,1745,715,3,491,53,8,738,0,0,909,0,0,1080,0,0,1
0.0,-1,1.0,4.0,18828.0,147.0,10.0,7.0,6.0,0.0,2.0,0.0,6.0,0,74,39,1457,9,4,451,2,1,1005,173,1275,916,13,1125,455,8,701,0,0,2025,0,1,311,0,0,0
0.0,0,3.0,4.0,35343.0,55.0,0.0,4.0,28.0,0.0,0.0,0.0,4.0,82,47,1644,238,3,3,637,2,1,1154,1324,554,351,2,71,960,8,397,37,2,1166,0,0,373,30,787,1
0.0,3,10.0,5.0,1788.0,16.0,5.0,4.0,103.0,0.0,4.0,0.0,5.0,0,96,732,496,3,0,251,2,1,349,1065,717,117,13,684,713,8,370,171,2,65,0,0,332,1,275,0
0.0,1,7.0,4.0,1923.0,75.0,8.0,41.0,186.0,0.0,3.0,0.0,4.0,37,292,1581,1711,3,4,553,23,1,535,233,1283,171,2,404,310,8,468,144,1,512,0,10,334,29,334,0
0.0,79,369.0,0.0,5268.0,399.0,12.0,31.0,171.0,0.0,1.0,1.0,162.0,0,84,2156,314,36,5,1517,2,1,1497,1031,914,1007,13,240,1497,4,122,0,0,1037,1,0,939,0,0,0
9.0,28,0.0,16.0,329.0,172.0,210.0,35.0,5637.0,1.0,12.0,39.0,150.0,37,66,1941,857,3,4,488,2,1,784,1055,2064,627,2,561,737,6,474,0,0,2134,3,0,911,0,0,0
0.0,124,2.0,3.0,2302.0,132.0,1.0,30.0,80.0,0.0,1.0,0.0,3.0,0,19,875,1577,3,5,13,2,1,349,1295,1495,168,13,392,861,8,441,0,0,618,0,0,679,0,0,1
3.0,1,5.0,6.0,0.0,0.0,25.0,7.0,10.0,1.0,2.0,0.0,0.0,0,13,1158,1559,3,4,1060,2,1,116,1378,1431,1052,3,92,409,6,142,0,0,1955,0,0,916,0,0,1
0.0,339,0.0,0.0,14689.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,82,310,1485,1020,3,0,1715,8,1,349,1310,2206,737,2,791,1707,5,609,0,0,1237,0,8,492,0,0,0
2.0,29,8.0,2.0,724.0,44.0,13.0,6.0,146.0,1.0,2.0,0.0,2.0,0,68,1914,759,15,4,1687,8,1,1337,1139,237,444,13,28,1575,0,770,37,3,2076,0,0,1133,1,755,0
1.0,6,9.0,24.0,542.0,97.0,1.0,44.0,87.0,1.0,1.0,0.0,75.0,0,271,1158,1559,3,4,1780,2,1,507,663,1431,712,2,247,409,7,357,0,0,1955,0,0,916,0,0,0
0.0,1,20.0,8.0,11939.0,500.0,8.0,18.0,1119.0,0.0,3.0,0.0,113.0,0,182,1151,137,3,4,488,2,1,94,1055,2290,627,2,850,1354,3,101,330,3,1282,0,0,966,1,201,0
0.0,259,23.0,6.0,1689.0,46.0,81.0,28.0,817.0,0.0,24.0,0.0,6.0,38,12,144,146,3,4,1070,2,1,1484,26,1467,294,13,421,1388,8,268,296,3,2230,0,7,598,29,510,1
0.0,0,11.0,2.0,4258.0,20.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,0,66,0,0,3,3,726,2,1,1093,732,0,91,3,511,0,7,570,0,0,0,0,0,0,0,0,0
0.0,2,13.0,2.0,5400.0,41.0,7.0,2.0,2.0,0.0,1.0,9.0,2.0,0,85,1630,1009,3,4,1722,8,1,349,137,1952,872,3,86,1679,6,450,37,1,879,3,1,126,30,838,0
0.0,0,1.0,7.0,12271.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,7.0,10,279,621,275,15,6,531,2,1,917,115,1288,1145,3,806,1342,8,295,0,0,595,0,0,768,0,0,0
15.0,1,11.0,9.0,1383.0,18.0,38.0,17.0,145.0,0.0,4.0,0.0,15.0,45,43,2308,236,3,5,1079,2,1,550,349,176,547,2,818,1954,8,393,0,0,2190,0,3,488,0,0,0
0.0,92,5.0,7.0,3420.0,143.0,4.0,0.0,76.0,0.0,1.0,0.0,19.0,45,66,301,484,3,6,89,2,1,1558,44,2263,1140,13,610,739,8,710,0,0,1891,0,0,858,0,0,0
3.0,26,1.0,1.0,1431.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,45,256,2138,17,3,0,837,2,1,239,1235,428,246,13,820,851,8,421,0,0,280,0,0,721,0,0,0
0.0,0,0.0,0.0,2885.0,0.0,0.0,49.0,85.0,0.0,0.0,0.0,24.0,45,74,1640,674,15,4,918,8,1,349,781,1294,813,2,399,2092,5,464,0,0,1718,0,5,879,0,0,0
0.0,1,4.0,0.0,6639.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,62,12,1323,948,15,0,37,2,1,1077,1249,1937,1159,2,285,1493,0,268,224,2,1909,0,0,126,29,16,0
0.0,0,8.0,5.0,8.0,56.0,47.0,41.0,379.0,0.0,18.0,0.0,3.0,37,125,1044,1064,3,4,714,2,1,349,824,1434,490,3,538,1404,4,254,37,3,1090,3,7,828,8,989,0
0.0,19,9.0,1.0,2371.0,150.0,2.0,35.0,100.0,0.0,1.0,0.0,100.0,76,13,1680,1559,3,4,1595,2,1,1562,367,2023,704,13,638,136,3,722,0,0,1049,0,0,916,0,0,0
0.0,6,2.0,0.0,3597.0,93.0,2.0,7.0,22.0,0.0,1.0,0.0,0.0,0,96,601,565,15,4,59,2,1,207,662,115,327,8,327,1256,4,370,41,2,399,0,0,426,5,707,1
0.0,1,13.0,1.0,1609.0,69.0,0.0,1.0,109.0,0.0,0.0,0.0,1.0,0,71,172,869,15,6,114,44,1,1480,904,1935,966,3,1173,635,8,541,37,3,1006,5,2,537,25,274,1
3.0,-1,0.0,0.0,79.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,12,569,421,3,0,961,8,1,1167,254,1673,738,15,137,1726,0,268,103,1,833,0,0,126,29,370,0
0.0,-1,0.0,0.0,13698.0,10.0,3.0,0.0,28.0,0.0,3.0,0.0,0.0,0,12,1348,238,3,0,1602,16,1,349,659,2284,7,2,285,1457,7,268,37,2,975,0,0,373,29,787,0
0.0,1,4.0,2.0,35114.0,48.0,0.0,2.0,52.0,0.0,0.0,0.0,2.0,45,47,458,1507,3,3,224,2,1,390,70,1330,1060,3,263,1394,7,397,182,2,1634,0,0,51,30,855,0
0.0,2,0.0,9.0,3061.0,78.0,4.0,3.0,69.0,0.0,1.0,0.0,9.0,0,66,1826,1134,3,5,944,2,1,540,1127,1134,1147,8,350,1313,7,351,0,0,1231,0,0,739,0,0,0
0.0,7,5.0,7.0,3604.0,174.0,4.0,7.0,56.0,0.0,1.0,0.0,7.0,1,228,1205,1381,3,4,559,2,1,295,687,2146,129,13,856,31,8,165,37,3,1944,3,0,1107,1,412,0
8.0,140,3.0,4.0,5.0,1.0,8.0,8.0,8.0,2.0,2.0,0.0,1.0,0,10,1395,1813,3,4,1251,2,1,349,963,1570,436,2,334,1582,8,314,0,0,38,3,2,986,0,0,1
1.0,1872,32.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,45,290,2236,63,3,3,1373,2,1,280,291,1345,125,3,484,287,7,53,37,1,1600,2,0,1159,1,400,0
0.0,30,2.0,25.0,2204.0,182.0,62.0,33.0,1127.0,0.0,6.0,0.0,25.0,0,49,32,1395,15,4,1625,2,1,817,349,301,547,2,311,1787,4,300,37,1,1599,0,2,363,4,682,1
7.0,0,11.0,7.0,15.0,2.0,77.0,6.0,215.0,2.0,12.0,8.0,2.0,45,182,2318,87,15,4,488,2,1,784,1055,551,627,2,850,344,6,101,326,3,1021,0,0,190,1,280,1
0.0,31,0.0,1.0,7411.0,56.0,17.0,2.0,33.0,0.0,1.0,0.0,1.0,0,156,1988,1457,3,4,1627,8,1,656,675,2013,684,3,482,1136,8,0,0,0,2,0,1,311,0,0,1
0.0,2,25.0,0.0,2986.0,58.0,4.0,8.0,16.0,0.0,1.0,0.0,6.0,37,297,397,1111,3,4,100,2,1,1007,138,205,870,3,773,1345,6,232,37,2,70,0,0,332,29,275,1
0.0,2580,0.0,0.0,4734.0,431.0,24.0,49.0,526.0,0.0,6.0,0.0,34.0,0,13,1680,1559,3,4,1390,2,1,79,281,2023,92,13,928,136,8,142,0,0,1049,0,7,916,0,0,0
1.0,15,0.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0,52,1105,1050,3,5,1179,2,1,618,901,1750,1108,2,134,839,7,340,0,0,335,3,1,773,0,0,0
0.0,2,22.0,3.0,4687.0,242.0,6.0,6.0,183.0,0.0,1.0,4.0,3.0,0,47,1833,1411,3,1,209,16,1,666,723,1748,215,13,799,1460,6,397,58,3,1920,0,1,1196,29,622,0
0.0,179,4.0,4.0,17232.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,4.0,0,84,850,314,3,6,150,23,1,831,1308,914,741,13,240,1497,8,122,0,0,1037,0,10,939,0,0,0
0.0,1,7.0,12.0,3011.0,126.0,5.0,41.0,121.0,0.0,2.0,0.0,12.0,82,271,1158,1559,12,6,792,2,1,1570,657,1431,740,13,828,409,8,357,0,0,1955,0,1,916,0,0,0
0.0,12,22.0,4.0,5988.0,229.0,2.0,4.0,466.0,0.0,2.0,0.0,4.0,45,96,1047,36,12,5,456,2,1,349,91,1412,413,13,684,283,8,370,109,2,1153,0,0,1016,21,357,0
0.0,-1,0.0,0.0,43326.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,0.0,82,93,1988,1457,3,4,478,23,1,608,943,2013,190,9,617,1136,8,555,0,0,2,0,1,311,0,0,0
0.0,-1,5.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0,280,210,100,3,4,996,23,1,349,622,362,692,13,651,860,2,584,0,0,567,0,8,443,0,0,0
1.0,610,8.0,5.0,63.0,23.0,4.0,20.0,109.0,1.0,3.0,0.0,11.0,0,271,1680,1559,3,4,1174,8,1,525,689,2023,327,3,252,136,0,357,0,0,1049,0,0,916,0,0,0
0.0,5,2.0,8.0,7194.0,527.0,1.0,8.0,439.0,0.0,1.0,0.0,43.0,37,66,1904,1846,3,5,926,2,1,850,475,1045,550,3,557,1129,7,71,0,0,2166,0,2,1081,0,0,0
0.0,44,4.0,8.0,19010.0,249.0,28.0,31.0,141.0,0.0,1.0,0.0,8.0,0,271,1988,1457,3,4,1622,2,1,246,40,2013,307,13,1137,1136,8,200,0,0,2,0,0,311,0,0,0
0.0,3,0.0,2.0,9465.0,54.0,3.0,4.0,43.0,0.0,2.0,0.0,2.0,37,279,757,275,7,6,1568,44,1,271,301,303,533,3,91,1030,0,490,0,0,820,0,0,768,0,0,0
0.0,1,2.0,0.0,39035.0,253.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,27,12,735,1812,3,6,515,23,0,1442,769,604,594,2,721,994,4,415,18,2,1285,0,0,180,29,625,0
2.0,1,0.0,13.0,282.0,37.0,2.0,9.0,31.0,1.0,1.0,0.0,19.0,0,66,0,0,15,4,1007,2,1,349,801,0,9,2,740,0,0,459,0,0,0,0,1,0,0,0,0
0.0,391,10.0,1.0,149116.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,8.0,0,207,2146,119,15,5,1165,16,0,1123,1056,1317,888,15,665,941,1,236,0,0,1905,0,7,769,0,0,0
0.0,508,6.0,6.0,14166.0,37.0,1.0,6.0,63.0,0.0,1.0,0.0,6.0,40,12,683,1192,9,4,695,2,1,1102,1158,936,1001,3,1103,329,8,268,72,2,56,0,2,456,30,539,0
0.0,41,18.0,13.0,2980.0,19.0,2.0,14.0,14.0,0.0,1.0,0.0,13.0,45,37,1112,1466,3,5,1559,1,1,667,829,2191,114,2,1097,1817,0,126,37,3,1785,0,0,296,18,754,0
0.0,10,11.0,9.0,10062.0,1053.0,6.0,26.0,900.0,0.0,2.0,0.0,9.0,45,316,862,522,15,4,567,23,1,702,1309,1839,1036,13,394,662,6,740,0,0,2026,0,0,126,0,0,0
0.0,13,1.0,0.0,20691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,80,435,465,9,4,1875,23,1,759,486,281,442,2,1144,750,8,487,37,1,1697,5,0,126,29,180,1
0.0,70,3.0,5.0,4626.0,103.0,8.0,9.0,116.0,0.0,1.0,0.0,5.0,107,84,1789,314,9,6,208,8,1,791,257,914,334,13,240,1497,8,122,0,0,1037,0,0,939,0,0,0
0.0,804,0.0,0.0,200760.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,82,176,1141,1138,3,5,950,2,0,13,230,1121,604,2,381,2008,7,230,0,0,442,0,1,171,0,0,0
0.0,87,16.0,16.0,2959.0,60.0,5.0,17.0,58.0,0.0,1.0,0.0,16.0,0,47,1124,75,12,5,1347,2,1,566,1289,748,812,3,832,1723,8,575,89,1,1991,3,0,1145,30,75,0
0.0,7,1.0,3.0,1959.0,71.0,5.0,11.0,39.0,0.0,2.0,0.0,3.0,0,49,1795,147,3,5,1017,2,1,170,684,1477,469,2,311,1049,8,300,109,2,885,0,2,363,4,776,0
0.0,95,3.0,2.0,13396.0,1049.0,3.0,2.0,379.0,0.0,2.0,0.0,2.0,37,271,1158,1559,3,4,1174,2,1,472,689,1431,327,2,247,409,8,357,0,0,1955,3,0,916,0,0,0
6.0,32,18.0,7.0,5.0,4.0,24.0,31.0,758.0,1.0,7.0,0.0,4.0,62,68,140,203,3,4,1539,2,1,1392,142,786,209,3,1142,2121,8,257,37,1,416,5,1,1193,1,578,1
6.0,110,3.0,2.0,1.0,0.0,10.0,2.0,101.0,1.0,3.0,0.0,0.0,56,111,1050,499,3,0,276,23,1,1052,296,1705,963,3,1045,1228,8,578,326,3,1936,0,0,718,20,270,1
14.0,-1,15.0,13.0,172.0,20.0,39.0,12.0,284.0,1.0,5.0,0.0,13.0,0,95,1006,776,3,1,561,2,1,349,1007,878,886,13,274,375,8,219,37,3,1119,0,0,561,29,872,0
0.0,0,7.0,0.0,95518.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,8.0,37,126,1540,351,15,5,1290,2,0,602,687,480,129,2,703,88,0,119,0,0,965,3,8,114,0,0,0
1.0,24,3.0,1.0,391.0,30.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,0,66,1424,524,3,0,1464,23,1,1483,403,1113,1110,13,40,930,7,34,0,0,1689,0,0,817,0,0,0
